2022-04-06 12:22:32,840 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-04-06 12:22:33,557 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-04-06 12:22:33,573 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-04-06 12:22:33,573 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-04-06 12:22:33,620 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-04-06 12:22:33,620 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-04-06 12:22:33,620 INFO  SwAddin.cs: 201 - Setting up command manager
2022-04-06 12:22:33,620 INFO  SwAddin.cs: 204 - Adding command manager
2022-04-06 12:22:33,651 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-04-06 12:22:33,666 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-04-06 12:22:33,666 INFO  SwAddin.cs: 210 - Adding event handlers
2022-04-06 12:22:34,555 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-04-07 10:25:54,201 INFO  SwAddin.cs: 294 - Assembly export called for file robotino_arm_v2_udf
2022-04-07 10:25:59,505 INFO  SwAddin.cs: 313 - Saving assembly
2022-04-07 10:25:59,841 INFO  SwAddin.cs: 316 - Opening property manager
2022-04-07 10:26:01,351 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from robotino_arm_v2_udf
2022-04-07 10:26:01,554 INFO  ExportHelperExtension.cs: 1136 - Found 54 in robotino_arm_v2_udf
2022-04-07 10:26:01,570 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in robotino_arm_v2_udf
2022-04-07 10:26:01,570 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-04-07 10:26:01,617 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2022-04-07 10:26:01,617 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RX-28-4
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1136 - Found 27 in RX-28-4
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RX-28-4
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1-base-1
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1136 - Found 44 in 1-base-1
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1-base-1
2022-04-07 10:26:01,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1-2 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1136 - Found 41 in 1-2 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1-2 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Copy of Copy of Part1^robotino_arm_v2_udf-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1136 - Found 52 in Copy of Copy of Part1^robotino_arm_v2_udf-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Copy of Copy of Part1^robotino_arm_v2_udf-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 2-3 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1136 - Found 30 in 2-3 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 2-3 link-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_left-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1136 - Found 47 in gripper_left-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_left-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RX-28-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1136 - Found 27 in RX-28-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RX-28-1
2022-04-07 10:26:01,789 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RX-28-2
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1136 - Found 27 in RX-28-2
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RX-28-2
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RX-28-3
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1136 - Found 27 in RX-28-3
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RX-28-3
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper link-1
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1136 - Found 27 in gripper link-1
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper link-1
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3-4 link-1
2022-04-07 10:26:01,804 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 3-4 link-1
